grouping_col,left_out_group,observed_beta,leave_one_beta,delta
seller_id,happy_home_srl,0.012173656953167331,0.012153786704020245,-1.98702491470866e-05
seller_id,hourshopping,0.012173656953167331,0.012173948820300005,2.918671326741784e-07
seller_id,housepc,0.012173656953167331,0.012160426551647046,-1.3230401520285262e-05
seller_id,i_storeparts_srl,0.012173656953167331,0.012196573921572295,2.291696840496342e-05
seller_id,instyleandjoy,0.012173656953167331,0.012163113140979833,-1.0543812187497822e-05
seller_id,juke_box,0.012173656953167331,0.012176736321296365,3.0793681290337827e-06
seller_id,kemite_electronics_store,0.012173656953167331,0.012206654528748995,3.2997575581663816e-05
seller_id,kobert_goods_inkl_widerrufsbelehrung_agb_unter_verkaeufer_hilfe,0.012173656953167331,0.012173656953182102,1.4771170397942512e-14
seller_id,ksl_global_store,0.012173656953167331,0.013343299413132892,0.0011696424599655607
seller_id,la_leoniana,0.012173656953167331,0.012165515740660276,-8.14121250705506e-06
seller_id,lby,0.012173656953167331,0.012203481824557903,2.9824871390572022e-05
seller_id,leelbox_eu,0.012173656953167331,0.011985776926190317,-0.00018788002697701402
seller_id,lick,0.012173656953167331,0.01215878422206771,-1.4872731099620923e-05
seller_id,lucemania,0.012173656953167331,0.012158273434752705,-1.538351841462622e-05
seller_id,luemm_srl,0.012173656953167331,0.012163934122388555,-9.722830778775837e-06
seller_id,lux_phonia,0.012173656953167331,0.012168555803880465,-5.101149286866266e-06
seller_id,macchionishop,0.012173656953167331,0.012161932964110079,-1.1723989057252707e-05
seller_id,marra_hi_tech,0.012173656953167331,0.012151572273791761,-2.208467937557003e-05
seller_id,mobile_world_s_a,0.012173656953167331,0.012540750477853529,0.0003670935246861979
seller_id,monclick,0.012173656953167331,0.012384379703962315,0.00021072275079498347
seller_id,mr_cartridge,0.012173656953167331,0.012161886157315074,-1.1770795852256849e-05
seller_id,musicatelli_musicstore,0.012173656953167331,0.0121604225561569,-1.3234397010430596e-05
seller_id,my_beststore,0.012173656953167331,0.012165243422158323,-8.413531009008116e-06
seller_id,new_world_eu_store,0.012173656953167331,0.009820380311266166,-0.0023532766419011655
seller_id,nnn_nownextnew,0.012173656953167331,0.01216799754533662,-5.659407830711782e-06
seller_id,novasystem_it,0.012173656953167331,0.012160233619329022,-1.3423333838309681e-05
seller_id,odiporo_de,0.012173656953167331,0.013967117603379393,0.0017934606502120615
seller_id,oltrade,0.012173656953167331,0.013277442857283042,0.0011037859041157106
seller_id,online_trading_store,0.012173656953167331,0.012160853403968778,-1.2803549198553421e-05
seller_id,onlinestore_italia,0.012173656953167331,0.012163125382604632,-1.0531570562698905e-05
